date,zone,demand_mw,loadshed_mw
2026-06-19,Rangpur,954,0
2026-06-19,Sylhet,587,0
2026-06-20,Barisal,548,9
2026-06-20,Chittagong,1634,86
2026-06-20,Comilla,1711,325
2026-06-20,Dhaka,6036,192
2026-06-20,Khulna,2127,401
2026-06-20,Mymensingh,1423,322
2026-06-20,Rajshahi,1796,322
2026-06-20,Rangpur,1126,223
2026-06-20,Sylhet,677,2
2026-06-21,Barisal,502,0
2026-06-21,Chittagong,1491,0
2026-06-21,Comilla,1308,0
2026-06-21,Dhaka,5376,0
2026-06-21,Khulna,1792,34
2026-06-21,Mymensingh,1046,0
2026-06-21,Rajshahi,1476,10
2026-06-21,Rangpur,970,0
2026-06-21,Sylhet,540,0
2026-06-22,Barisal,528,0
2026-06-22,Chittagong,1526,0
2026-06-22,Comilla,1579,110
2026-06-22,Dhaka,5861,88
2026-06-22,Khulna,1897,31
2026-06-22,Mymensingh,1380,241
2026-06-22,Rajshahi,1641,0
2026-06-22,Rangpur,1002,26
2026-06-22,Sylhet,627,0
2026-06-23,Barisal,582,116
2026-06-23,Chittagong,1536,129
2026-06-23,Comilla,1632,229
2026-06-23,Dhaka,6049,290
2026-06-23,Khulna,2123,380
2026-06-23,Mymensingh,1441,359
2026-06-23,Rajshahi,1727,210
2026-06-23,Rangpur,1072,156
2026-06-23,Sylhet,714,128
2026-06-24,Barisal,547,85
2026-06-24,Chittagong,1522,31
2026-06-24,Comilla,1742,342
2026-06-24,Dhaka,6082,219
2026-06-24,Khulna,2009,349
2026-06-24,Mymensingh,1407,449
2026-06-24,Rajshahi,1752,58
2026-06-24,Rangpur,1125,205
2026-06-24,Sylhet,713,47
2026-06-25,Barisal,488,0
2026-06-25,Chittagong,1469,0
2026-06-25,Comilla,1666,111
2026-06-25,Dhaka,5959,124
2026-06-25,Khulna,1788,0
2026-06-25,Mymensingh,1434,282
2026-06-25,Rajshahi,1606,0
2026-06-25,Rangpur,1063,0
2026-06-25,Sylhet,654,19
2026-06-26,Barisal,518,0
2026-06-26,Chittagong,1428,0
2026-06-26,Comilla,1571,30
2026-06-26,Dhaka,5521,77
2026-06-26,Khulna,1950,77
2026-06-26,Mymensingh,1441,468
2026-06-26,Rajshahi,1658,15
2026-06-26,Rangpur,1053,0
2026-06-26,Sylhet,644,0
2026-06-28,Barisal,593,133
2026-06-28,Chittagong,1562,122
2026-06-28,Comilla,1748,257
2026-06-28,Dhaka,6205,385
2026-06-28,Khulna,2105,298
2026-06-28,Mymensingh,1513,420
2026-06-28,Rajshahi,1925,288
2026-06-28,Rangpur,1108,102
2026-06-28,Sylhet,827,211
2026-06-29,Barisal,491,0
2026-06-29,Chittagong,1484,0
2026-06-29,Comilla,1541,48
2026-06-29,Dhaka,5991,30
2026-06-29,Khulna,1856,0
2026-06-29,Mymensingh,1217,93
2026-06-29,Rajshahi,1514,0
2026-06-29,Rangpur,975,0
2026-06-29,Sylhet,672,96
2026-06-30,Barisal,467,3
2026-06-30,Chittagong,1518,0
2026-06-30,Comilla,1557,96
2026-06-30,Dhaka,5962,77
2026-06-30,Khulna,1917,51
2026-06-30,Mymensingh,1378,308
2026-06-30,Rajshahi,1641,0
2026-06-30,Rangpur,1052,0
2026-06-30,Sylhet,679,14
2026-07-01,Barisal,512,0
2026-07-01,Chittagong,1624,0
2026-07-01,Comilla,1562,20
2026-07-01,Dhaka,5853,54
2026-07-01,Khulna,1878,0
2026-07-01,Mymensingh,1495,416
2026-07-01,Rajshahi,1574,0
2026-07-01,Rangpur,111,0
2026-07-01,Sylhet,716,0
2026-07-02,Barisal,526,0
2026-07-02,Chittagong,1579,0
2026-07-02,Comilla,1585,14
2026-07-02,Dhaka,5836,67
2026-07-02,Khulna,1987,99
2026-07-02,Mymensingh,1489,280
2026-07-02,Rajshahi,1685,0
2026-07-02,Rangpur,1148,0
2026-07-02,Sylhet,719,34
2026-07-03,Barisal,507,0
2026-07-03,Chittagong,1543,0
2026-07-03,Comilla,1588,0
2026-07-03,Dhaka,5476,45
2026-07-03,Khulna,1914,0
2026-07-03,Mymensingh,1427,215
2026-07-03,Rajshahi,1666,0
2026-07-03,Rangpur,1124,0
2026-07-03,Sylhet,752,21
2026-07-04,Barisal,501,3
2026-07-04,Chittagong,1470,0
2026-07-04,Comilla,1291,23
2026-07-04,Dhaka,5824,208
2026-07-04,Khulna,1994,48
2026-07-04,Mymensingh,1501,342
2026-07-04,Rajshahi,1704,2
2026-07-04,Rangpur,1218,73
2026-07-04,Sylhet,611,19
2026-07-05,Barisal,447,0
2026-07-05,Chittagong,1385,0
2026-07-05,Comilla,1462,0
2026-07-05,Dhaka,5660,65
2026-07-05,Khulna,1833,25
2026-07-05,Mymensingh,1396,206
2026-07-05,Rajshahi,1598,0
2026-07-05,Rangpur,1109,0
2026-07-05,Sylhet,679,0
2026-07-06,Barisal,465,0
2026-07-06,Chittagong,1318,0
2026-07-06,Comilla,1389,29
2026-07-06,Dhaka,5769,59
2026-07-06,Khulna,1798,0
2026-07-06,Mymensingh,1266,111
2026-07-06,Rajshahi,1517,0
2026-07-06,Rangpur,1114,0
2026-07-06,Sylhet,668,0
2026-07-07,Barisal,442,0
2026-07-07,Chittagong,1170,0
2026-07-07,Comilla,1414,18
2026-07-07,Dhaka,5618,32
2026-07-07,Khulna,1900,0
2026-07-07,Mymensingh,1231,82
2026-07-07,Rajshahi,1578,0
2026-07-07,Rangpur,959,0
2026-07-07,Sylhet,641,0
2026-07-08,Barisal,438,0
2026-07-08,Chittagong,1061,0
2026-07-08,Comilla,1474,93
2026-07-08,Dhaka,5738,40
2026-07-08,Khulna,1898,0
2026-07-08,Mymensingh,1315,174
2026-07-08,Rajshahi,1564,0
2026-07-08,Rangpur,1031,0
2026-07-08,Sylhet,635,38
2026-07-09,Barisal,444,0
2026-07-09,Chittagong,1210,12
2026-07-09,Comilla,1467,20
2026-07-09,Dhaka,5604,51
2026-07-09,Khulna,1867,0
2026-07-09,Mymensingh,1317,191
2026-07-09,Rajshahi,1526,0
2026-07-09,Rangpur,1044,0
2026-07-09,Sylhet,627,0
2026-07-10,Barisal,478,0
2026-07-10,Chittagong,1292,0
2026-07-10,Comilla,1390,0
2026-07-10,Dhaka,4943,14
2026-07-10,Khulna,1662,0
2026-07-10,Mymensingh,1232,16
2026-07-10,Rajshahi,1521,0
2026-07-10,Rangpur,954,0
2026-07-10,Sylhet,604,0
2026-07-11,Barisal,484,0
2026-07-11,Chittagong,1432,0
2026-07-11,Comilla,1379,0
2026-07-11,Dhaka,5432,81
2026-07-11,Khulna,1762,0
2026-07-11,Mymensingh,1283,49
2026-07-11,Rajshahi,1500,0
2026-07-11,Rangpur,1099,0
2026-07-11,Sylhet,627,0
2026-07-12,Barisal,505,0
2026-07-12,Chittagong,1368,0
2026-07-12,Comilla,1443,0
2026-07-12,Dhaka,5493,0
2026-07-12,Khulna,1883,8
2026-07-12,Mymensingh,1282,180
2026-07-12,Rajshahi,1511,0
2026-07-12,Rangpur,1089,0
2026-07-12,Sylhet,644,0
2026-07-13,Barisal,487,0
2026-07-13,Chittagong,1368,0
2026-07-13,Comilla,1481,0
2026-07-13,Dhaka,5520,4
2026-07-13,Khulna,1772,0
2026-07-13,Mymensingh,1194,45
2026-07-13,Rajshahi,1493,0
2026-07-13,Rangpur,1065,0
2026-07-13,Sylhet,698,0
2026-07-14,Barisal,510,0
2026-07-14,Chittagong,1552,0
2026-07-14,Comilla,1548,0
2026-07-14,Dhaka,5895,198
2026-07-14,Khulna,2027,134
2026-07-14,Mymensingh,1451,259
2026-07-14,Rajshahi,1672,10
2026-07-14,Rangpur,1109,0
2026-07-14,Sylhet,717,78
2026-07-15,Barisal,486,0
2026-07-15,Chittagong,1547,83
2026-07-15,Comilla,1561,118
2026-07-15,Dhaka,5852,219
2026-07-15,Khulna,1974,218
2026-07-15,Mymensingh,1449,259
2026-07-15,Rajshahi,1712,58
2026-07-15,Rangpur,1164,53
2026-07-15,Sylhet,731,98
2026-07-16,Barisal,502,0
2026-07-16,Chittagong,1456,0
2026-07-16,Comilla,1548,42
2026-07-16,Dhaka,5788,40
2026-07-16,Khulna,1930,92
2026-07-16,Mymensingh,1433,313
2026-07-16,Rajshahi,1674,0
2026-07-16,Rangpur,1132,28
2026-07-16,Sylhet,682,0
2026-07-17,Barisal,477,0
2026-07-17,Chittagong,1403,0
2026-07-17,Comilla,1402,0
2026-07-17,Dhaka,5064,0
2026-07-17,Khulna,1828,0
2026-07-17,Mymensingh,1243,32
2026-07-17,Rajshahi,1557,0
2026-07-17,Rangpur,1074,0
2026-07-17,Sylhet,636,0
2026-07-18,Barisal,505,0
2026-07-18,Chittagong,1371,0
2026-07-18,Comilla,1498,20
2026-07-18,Dhaka,5732,15
2026-07-18,Khulna,1906,52
2026-07-18,Mymensingh,1438,428
2026-07-18,Rajshahi,1606,0
2026-07-18,Rangpur,1024,0
2026-07-18,Sylhet,638,0
2026-07-19,Barisal,493,0
2026-07-19,Chittagong,1498,0
2026-07-19,Comilla,1335,24
2026-07-19,Dhaka,5831,159
2026-07-19,Khulna,1891,0
2026-07-19,Mymensingh,1403,257
2026-07-19,Rajshahi,1540,0
2026-07-19,Rangpur,1107,0
2026-07-19,Sylhet,626,0
2026-07-20,Barisal,451,0
2026-07-20,Chittagong,1572,0
2026-07-20,Comilla,1422,26
2026-07-20,Dhaka,5526,7
2026-07-20,Khulna,1770,0
2026-07-20,Mymensingh,1294,138
2026-07-20,Rajshahi,1467,0
2026-07-20,Rangpur,1011,0
2026-07-20,Sylhet,569,0
2026-07-21,Barisal,479,0
2026-07-21,Chittagong,1523,0
2026-07-21,Comilla,1486,31
2026-07-21,Dhaka,5648,25
2026-07-21,Khulna,1776,0
2026-07-21,Mymensingh,1355,285
2026-07-21,Rajshahi,1515,0
2026-07-21,Rangpur,1088,0
2026-07-21,Sylhet,575,0
2026-07-22,Barisal,454,0
2026-07-22,Chittagong,1400,0
2026-07-22,Comilla,1409,0
2026-07-22,Dhaka,5564,63
2026-07-22,Khulna,1680,0
2026-07-22,Mymensingh,1308,155
2026-07-22,Rajshahi,1504,0
2026-07-22,Rangpur,996,0
2026-07-22,Sylhet,683,0
2026-07-23,Barisal,460,0
2026-07-23,Chittagong,1496,0
2026-07-23,Comilla,1424,22
2026-07-23,Dhaka,5647,64
2026-07-23,Khulna,1723,0
2026-07-23,Mymensingh,1247,89
2026-07-23,Rajshahi,1412,0
2026-07-23,Rangpur,1081,0
2026-07-23,Sylhet,657,38
2026-07-24,Barisal,451,0
2026-07-24,Chittagong,1309,0
2026-07-24,Comilla,1327,0
2026-07-24,Dhaka,4891,0
2026-07-24,Khulna,1656,0
2026-07-24,Mymensingh,1311,142
2026-07-24,Rajshahi,1458,0
2026-07-24,Rangpur,952,0
2026-07-24,Sylhet,705,80
2026-07-25,Barisal,464,2
2026-07-25,Chittagong,1595,0
2026-07-25,Comilla,1428,8
2026-07-25,Dhaka,5705,161
2026-07-25,Khulna,1869,101
2026-07-25,Mymensingh,1483,353
2026-07-25,Rajshahi,1617,0
2026-07-25,Rangpur,1144,37
2026-07-25,Sylhet,768,207
2026-07-26,Barisal,479,0
2026-07-26,Chittagong,1438,0
2026-07-26,Comilla,1448,18
2026-07-26,Dhaka,5951,286
2026-07-26,Khulna,1946,99
2026-07-26,Mymensingh,1668,648
2026-07-26,Rajshahi,1683,0
2026-07-26,Rangpur,1152,0
2026-07-26,Sylhet,724,84
2026-07-27,Barisal,466,0
2026-07-27,Chittagong,1519,0
2026-07-27,Comilla,1433,0
2026-07-27,Dhaka,5880,227
2026-07-27,Khulna,1874,0
2026-07-27,Mymensingh,1509,446
2026-07-27,Rajshahi,1607,0
2026-07-27,Rangpur,1149,0
2026-07-27,Sylhet,779,109
2026-07-28,Barisal,469,32
2026-07-28,Chittagong,1526,116
2026-07-28,Comilla,1519,133
2026-07-28,Dhaka,5802,120
2026-07-28,Khulna,1986,174
2026-07-28,Mymensingh,1524,411
2026-07-28,Rajshahi,1688,146
2026-07-28,Rangpur,1159,70
2026-07-28,Sylhet,829,235
2026-07-29,Barisal,510,113
2026-07-29,Chittagong,1507,195
2026-07-29,Comilla,1577,307
2026-07-29,Dhaka,5940,436
2026-07-29,Khulna,1934,266
2026-07-29,Mymensingh,1490,402
2026-07-29,Rajshahi,1704,216
2026-07-29,Rangpur,1155,188
2026-07-29,Sylhet,752,212
2026-07-30,Barisal,468,45
2026-07-30,Chittagong,1545,66
2026-07-30,Comilla,1585,201
2026-07-30,Dhaka,5827,234
2026-07-30,Khulna,1914,249
2026-07-30,Mymensingh,1473,311
2026-07-30,Rajshahi,1672,185
2026-07-30,Rangpur,1076,85
2026-07-30,Sylhet,690,103
2026-07-31,Barisal,491,82
2026-07-31,Chittagong,1416,0
2026-07-31,Comilla,1583,288
2026-07-31,Dhaka,5363,4
2026-07-31,Khulna,1967,362
2026-07-31,Mymensingh,1325,165
2026-07-31,Rajshahi,1618,287
2026-07-31,Rangpur,1185,239
2026-07-31,Sylhet,667,89
2026-08-01,Barisal,526,87
2026-08-01,Chittagong,1593,167
2026-08-01,Comilla,1621,291
2026-08-01,Dhaka,6046,394
2026-08-01,Khulna,1915,252
2026-08-01,Mymensingh,1428,284
2026-08-01,Rajshahi,1747,204
2026-08-01,Rangpur,1183,225
2026-08-01,Sylhet,767,168
2026-08-02,Barisal,537,91
2026-08-02,Chittagong,1584,150
2026-08-02,Comilla,1636,294
2026-08-02,Dhaka,6262,508
2026-08-02,Khulna,2004,302
2026-08-02,Mymensingh,1353,234
2026-08-02,Rajshahi,1736,268
2026-08-02,Rangpur,1202,198
2026-08-02,Sylhet,806,171
2026-08-03,Barisal,539,125
2026-08-03,Chittagong,1534,164
2026-08-03,Comilla,1673,297
2026-08-03,Dhaka,6244,491
2026-08-03,Khulna,2096,317
2026-08-03,Mymensingh,1414,340
2026-08-03,Rajshahi,1714,283
2026-08-03,Rangpur,1097,145
2026-08-03,Sylhet,779,171
2026-08-04,Barisal,557,108
2026-08-04,Chittagong,1622,189
2026-08-04,Comilla,1668,301
2026-08-04,Dhaka,6020,381
2026-08-04,Khulna,1999,352
2026-08-04,Mymensingh,1374,239
2026-08-04,Rajshahi,1773,272
2026-08-04,Rangpur,1130,211
2026-08-04,Sylhet,718,132
2026-08-05,Barisal,478,0
2026-08-05,Chittagong,1325,0
2026-08-05,Comilla,1448,0
2026-08-05,Dhaka,4883,0
2026-08-05,Khulna,1736,0
2026-08-05,Mymensingh,1137,0
2026-08-05,Rajshahi,1515,0
2026-08-05,Rangpur,954,0
2026-08-05,Sylhet,652,0
2026-08-06,Barisal,495,10
2026-08-06,Chittagong,1446,116
2026-08-06,Comilla,1483,115
2026-08-06,Dhaka,5389,201
2026-08-06,Khulna,1942,288
2026-08-06,Mymensingh,1369,169
2026-08-06,Rajshahi,1711,310
2026-08-06,Rangpur,1166,183
2026-08-06,Sylhet,688,13
2026-08-07,Barisal,466,44
2026-08-07,Chittagong,1410,0
2026-08-07,Comilla,1538,159
2026-08-07,Dhaka,5069,70
2026-08-07,Khulna,1783,146
2026-08-07,Mymensingh,1355,194
2026-08-07,Rajshahi,1606,220
2026-08-07,Rangpur,1119,121
2026-08-07,Sylhet,712,88
2026-08-08,Barisal,531,132
2026-08-08,Chittagong,1599,31
2026-08-08,Comilla,1652,286
2026-08-08,Dhaka,5982,537
2026-08-08,Khulna,1990,366
2026-08-08,Mymensingh,1553,486
2026-08-08,Rajshahi,1735,334
2026-08-08,Rangpur,1197,288
2026-08-08,Sylhet,762,195
2026-08-09,Barisal,556,87
2026-08-09,Chittagong,1611,0
2026-08-09,Comilla,1664,300
2026-08-09,Dhaka,6134,547
2026-08-09,Khulna,2079,523
2026-08-09,Mymensingh,1546,416
2026-08-09,Rajshahi,1789,339
2026-08-09,Rangpur,1224,288
2026-08-09,Sylhet,800,222
2026-08-10,Barisal,549,146
2026-08-10,Chittagong,1614,74
2026-08-10,Comilla,1696,385
2026-08-10,Dhaka,6197,364
2026-08-10,Khulna,2077,420
2026-08-10,Mymensingh,15593,527
2026-08-10,Rajshahi,1839,294
2026-08-10,Rangpur,1235,264
2026-08-10,Sylhet,828,218
2026-08-11,Barisal,579,152
2026-08-11,Chittagong,1670,208
2026-08-11,Comilla,1743,368
2026-08-11,Dhaka,6432,585
2026-08-11,Khulna,2099,356
2026-08-11,Mymensingh,1603,490
2026-08-11,Rajshahi,1886,361
2026-08-11,Rangpur,1272,296
2026-08-11,Sylhet,824,191
2026-08-12,Barisal,545,0
2026-08-12,Chittagong,1591,5
2026-08-12,Comilla,1724,324
2026-08-12,Dhaka,6410,445
2026-08-12,Khulna,2148,303
2026-08-12,Mymensingh,1673,575
2026-08-12,Rajshahi,1894,337
2026-08-12,Rangpur,1296,293
2026-08-12,Sylhet,825,256
2026-08-13,Barisal,475,0
2026-08-13,Chittagong,1592,0
2026-08-13,Comilla,1554,94
2026-08-13,Dhaka,6138,285
2026-08-13,Khulna,1896,0
2026-08-13,Mymensingh,1630,522
2026-08-13,Rajshahi,1597,0
2026-08-13,Rangpur,1191,34
2026-08-13,Sylhet,686,0
2026-08-14,Barisal,507,0
2026-08-14,Chittagong,1450,0
2026-08-14,Comilla,1540,0
2026-08-14,Dhaka,5579,69
2026-08-14,Khulna,1874,0
2026-08-14,Mymensingh,1480,255
2026-08-14,Rajshahi,1611,0
2026-08-14,Rangpur,1111,22
2026-08-14,Sylhet,779,50
2026-08-15,Barisal,508,5
2026-08-15,Chittagong,1545,7
2026-08-15,Comilla,1642,60
2026-08-15,Dhaka,5976,164
2026-08-15,Khulna,1994,292
2026-08-15,Mymensingh,1612,462
2026-08-15,Rajshahi,1784,166
2026-08-15,Rangpur,1220,238
2026-08-15,Sylhet,790,159
2026-08-16,Barisal,484,0
2026-08-16,Chittagong,1364,0
2026-08-16,Comilla,1495,16
2026-08-16,Dhaka,5851,114
2026-08-16,Khulna,1904,133
2026-08-16,Mymensingh,1460,289
2026-08-16,Rajshahi,1688,0
2026-08-16,Rangpur,1148,0
2026-08-16,Sylhet,743,77
2026-08-17,Barisal,467,0
2026-08-17,Chittagong,1500,0
2026-08-17,Comilla,1369,0
2026-08-17,Dhaka,6023,93
2026-08-17,Khulna,1708,0
2026-08-17,Mymensingh,1385,207
2026-08-17,Rajshahi,1473,2
2026-08-17,Rangpur,996,0
2026-08-17,Sylhet,678,0
2026-08-18,Barisal,481,0
2026-08-18,Chittagong,1512,0
2026-08-18,Comilla,1455,50
2026-08-18,Dhaka,6184,154
2026-08-18,Khulna,1924,49
2026-08-18,Mymensingh,1421,256
2026-08-18,Rajshahi,1533,20
2026-08-18,Rangpur,1033,0
2026-08-18,Sylhet,668,0
2026-08-19,Barisal,562,104
2026-08-19,Chittagong,1596,154
2026-08-19,Comilla,1682,244
2026-08-19,Dhaka,6368,643
2026-08-19,Khulna,2089,274
2026-08-19,Mymensingh,1516,354
2026-08-19,Rajshahi,1669,159
2026-08-19,Rangpur,1215,200
2026-08-19,Sylhet,759,134
2026-08-20,Barisal,518,2
2026-08-20,Chittagong,1552,0
2026-08-20,Comilla,1678,198
2026-08-20,Dhaka,6251,558
2026-08-20,Khulna,2016,167
2026-08-20,Mymensingh,1478,314
2026-08-20,Rajshahi,1718,108
2026-08-20,Rangpur,1146,79
2026-08-20,Sylhet,780,163
2026-08-21,Barisal,529,0
2026-08-21,Chittagong,1480,0
2026-08-21,Comilla,1684,33
2026-08-21,Dhaka,5635,214
2026-08-21,Khulna,1984,0
2026-08-21,Mymensingh,1529,282
2026-08-21,Rajshahi,1688,0
2026-08-21,Rangpur,1113,0
2026-08-21,Sylhet,666,11
2026-08-22,Barisal,574,92
2026-08-22,Chittagong,1639,111
2026-08-22,Comilla,1695,215
2026-08-22,Dhaka,6489,599
2026-08-22,Khulna,2178,223
2026-08-22,Mymensingh,1600,377
2026-08-22,Rajshahi,1843,184
2026-08-22,Rangpur,1273,179
2026-08-22,Sylhet,831,135
2026-08-23,Barisal,508,8
2026-08-23,Chittagong,1568,35
2026-08-23,Comilla,1592,54
2026-08-23,Dhaka,6305,195
2026-08-23,Khulna,1990,29
2026-08-23,Mymensingh,1604,383
2026-08-23,Rajshahi,1777,73
2026-08-23,Rangpur,1216,66
2026-08-23,Sylhet,745,70
2026-08-24,Barisal,496,0
2026-08-24,Chittagong,1592,32
2026-08-24,Comilla,1500,35
2026-08-24,Dhaka,6255,174
2026-08-24,Khulna,2037,210
2026-08-24,Mymensingh,1550,374
2026-08-24,Rajshahi,1623,6
2026-08-24,Rangpur,1126,0
2026-08-24,Sylhet,774,81
2026-08-25,Barisal,553,84
2026-08-25,Chittagong,1530,0
2026-08-25,Comilla,1662,187
2026-08-25,Dhaka,6272,418
2026-08-25,Khulna,2119,217
2026-08-25,Mymensingh,1500,298
2026-08-25,Rajshahi,1838,241
2026-08-25,Rangpur,1211,186
2026-08-25,Sylhet,782,177
2026-08-26,Barisal,539,10
2026-08-26,Chittagong,1587,108
2026-08-26,Comilla,1709,157
2026-08-26,Dhaka,5848,166
2026-08-26,Khulna,2068,184
2026-08-26,Mymensingh,1622,456
2026-08-26,Rajshahi,1821,147
2026-08-26,Rangpur,1169,86
2026-08-26,Sylhet,799,160
2026-08-27,Barisal,632,153
2026-08-27,Chittagong,1665,150
2026-08-27,Comilla,1798,425
2026-08-27,Dhaka,6181,451
2026-08-27,Khulna,2245,413
2026-08-27,Mymensingh,1630,416
2026-08-27,Rajshahi,1965,332
2026-08-27,Rangpur,1321,284
2026-08-27,Sylhet,853,213
2026-08-28,Barisal,533,0
2026-08-28,Chittagong,1494,29
2026-08-28,Comilla,1717,266
2026-08-28,Dhaka,5726,335
2026-08-28,Khulna,2020,70
2026-08-28,Mymensingh,1504,326
2026-08-28,Rajshahi,1779,195
2026-08-28,Rangpur,1188,151
2026-08-28,Sylhet,715,49
2026-08-29,Barisal,586,86
2026-08-29,Chittagong,1678,196
2026-08-29,Comilla,1697,261
2026-08-29,Dhaka,6378,697
2026-08-29,Khulna,2197,427
2026-08-29,Mymensingh,1663,463
2026-08-29,Rajshahi,1900,333
2026-08-29,Rangpur,1257,259
2026-08-29,Sylhet,811,220
2026-08-30,Barisal,502,12
2026-08-30,Chittagong,1543,13
2026-08-30,Comilla,1641,282
2026-08-30,Dhaka,6231,573
2026-08-30,Khulna,2135,311
2026-08-30,Mymensingh,1617,530
2026-08-30,Rajshahi,1821,262
2026-08-30,Rangpur,1270,238
2026-08-30,Sylhet,800,172
2026-08-31,Barisal,555,84
2026-08-31,Chittagong,1605,134
2026-08-31,Comilla,1693,181
2026-08-31,Dhaka,6259,743
2026-08-31,Khulna,2021,173
2026-08-31,Mymensingh,1619,571
2026-08-31,Rajshahi,1782,152
2026-08-31,Rangpur,1232,185
2026-08-31,Sylhet,800,174
2026-09-01,Barisal,461,0
2026-09-01,Chittagong,1520,9
2026-09-01,Comilla,1486,69
2026-09-01,Dhaka,6159,171
2026-09-01,Khulna,1905,58
2026-09-01,Mymensingh,1455,319
2026-09-01,Rajshahi,1618,48
2026-09-01,Rangpur,1004,21
2026-09-01,Sylhet,698,31
2026-09-02,Barisal,496,62
2026-09-02,Chittagong,1556,103
2026-09-02,Comilla,1600,95
2026-09-02,Dhaka,5928,470
2026-09-02,Khulna,1915,64
2026-09-02,Mymensingh,1491,415
2026-09-02,Rajshahi,1621,119
2026-09-02,Rangpur,1046,45
2026-09-02,Sylhet,728,67
2026-09-03,Barisal,441,10
2026-09-03,Chittagong,1460,7
2026-09-03,Comilla,1452,71
2026-09-03,Dhaka,5967,142
2026-09-03,Khulna,1929,114
2026-09-03,Mymensingh,1466,265
2026-09-03,Rajshahi,1636,22
2026-09-03,Rangpur,1106,40
2026-09-03,Sylhet,666,28
2026-09-04,Barisal,472,0
2026-09-04,Chittagong,1353,0
2026-09-04,Comilla,1460,0
2026-09-04,Dhaka,5399,0
2026-09-04,Khulna,1793,144
2026-09-04,Mymensingh,1287,31
2026-09-04,Rajshahi,1469,27
2026-09-04,Rangpur,970,12
2026-09-04,Sylhet,661,0
2026-09-05,Barisal,548,106
2026-09-05,Chittagong,1584,177
2026-09-05,Comilla,1672,238
2026-09-05,Dhaka,6182,759
2026-09-05,Khulna,2056,262
2026-09-05,Mymensingh,1417,234
2026-09-05,Rajshahi,1702,204
2026-09-05,Rangpur,1105,142
2026-09-05,Sylhet,751,136
2026-09-06,Barisal,560,120
2026-09-06,Chittagong,1625,183
2026-09-06,Comilla,1678,248
2026-09-06,Dhaka,6166,744
2026-09-06,Khulna,2028,222
2026-09-06,Mymensingh,1320,144
2026-09-06,Rajshahi,1637,209
2026-09-06,Rangpur,1136,144
2026-09-06,Sylhet,727,121
2026-09-07,Barisal,563,113
2026-09-07,Chittagong,1665,220
2026-09-07,Comilla,1682,172
2026-09-07,Dhaka,6254,814
2026-09-07,Khulna,2027,178
2026-09-07,Mymensingh,1423,224
2026-09-07,Rajshahi,1660,146
2026-09-07,Rangpur,929,62
2026-09-07,Sylhet,805,181
2026-09-08,Barisal,585,104
2026-09-08,Chittagong,1568,126
2026-09-08,Comilla,1769,353
2026-09-08,Dhaka,6371,696
2026-09-08,Khulna,2057,334
2026-09-08,Mymensingh,1535,317
2026-09-08,Rajshahi,1733,286
2026-09-08,Rangpur,1185,189
2026-09-08,Sylhet,780,156
2026-09-09,Barisal,546,12
2026-09-09,Chittagong,1595,3
2026-09-09,Comilla,1763,290
2026-09-09,Dhaka,6138,447
2026-09-09,Khulna,2093,307
2026-09-09,Mymensingh,1518,376
2026-09-09,Rajshahi,1656,118
2026-09-09,Rangpur,1056,76
2026-09-09,Sylhet,774,142
2026-09-10,Barisal,574,123
2026-09-10,Chittagong,1651,236
2026-09-10,Comilla,1789,321
2026-09-10,Dhaka,6239,769
2026-09-10,Khulna,2093,283
2026-09-10,Mymensingh,1431,261
2026-09-10,Rajshahi,1399,206
2026-09-10,Rangpur,1227,276
2026-09-10,Sylhet,822,214
2026-09-11,Barisal,549,117
2026-09-11,Chittagong,1465,0
2026-09-11,Comilla,1618,48
2026-09-11,Dhaka,5589,43
2026-09-11,Khulna,1949,197
2026-09-11,Mymensingh,1476,261
2026-09-11,Rajshahi,1710,197
2026-09-11,Rangpur,1092,125
2026-09-11,Sylhet,753,38
2026-09-12,Barisal,591,187
2026-09-12,Chittagong,1684,195
2026-09-12,Comilla,1722,396
2026-09-12,Dhaka,6228,477
2026-09-12,Khulna,2086,462
2026-09-12,Mymensingh,1565,357
2026-09-12,Rajshahi,1778,308
2026-09-12,Rangpur,1226,250
2026-09-12,Sylhet,756,165
2026-09-13,Barisal,566,18
2026-09-13,Chittagong,1631,40
2026-09-13,Comilla,1770,281
2026-09-13,Dhaka,6266,242
2026-09-13,Khulna,2075,239
2026-09-13,Mymensingh,1518,291
2026-09-13,Rajshahi,1650,0
2026-09-13,Rangpur,1024,0
2026-09-13,Sylhet,782,177
